	 label	comments	id
20	0	"En lisant le titre de l'article je me suis tout de suite demandé comment on pouvait sortir une console avec encore moin de fonctionnalité !! Mais oui Nintendo l'a fait trop hardcore nintendo !!
La prochaine fois ils enlèverons aussi l'écran je pense !!"	21
21	0	Moins de fonctionnalités et pas plus de mobilité que notre bonne vieille vita, qui elle, est supérieure en tout point en tout cas...	22
22	0	Beaucoup trop cher pour ce truc en plastique	23
23	0	"Waouh ! Ici, nous avons une belle brochette d'ignare doublé de Mauvaise fois. C'est fou tout les rageux qui viennent ici pour cracher sur Nintendo !
A croire qu'ils n'y a pas de jeux sur les autres support actuellement...."	24
24	0	Moi je trouve que c'est du foutage de gu*ule tout simplement  	25
25	0	Faudrais changer le nom parce que du coup elle switch pas vu qu'elle est que portable	26
26	0	"
Ca me fait bien rire la gamine qui joue à la switch pendant son sport d'escalade.
""Nintendo incite à faire du sport""  "	27
27	0	C'est quand même dommage d'avoir virer la vibration HD 	28
28	0	j'ai testé Arcade, y'a rien en contenue donc c'est pas top pour le moment.	29
29	0	c'est au contraire très facile de résister à la tentation. je tiens à mon jailbreak donc je suis pas prêt de passer à ios13 et surtout pas pour des jeux. d'ailleurs les titres de l'apple arcade finiront-ils par se retrouver sur l'appstore classique ou est-ce une exclusivité définitive et donc est-ce un moyen de plus pour centraliser et contrôler ? dans la manière de faire, ça ressemble à tout ce que font les éditeurs PC avec leurs launchers à gogo	30
30	0	heureusement j'ai pas des poires !	31
31	0	"Et un abonnement de plus, un !
Bienvenue dans un monde par abonnement, ou plus rien de vous appartient !"	32
32	0	b voyons ...un abonnement de plus pour du jeux mobile...de plus en plus n'importe quoi pour faire cracher du fric!	33
33	0	"Le concept est bon j'aurais bien aimé tester l'abonnement, mais je n'ai clairement pas les moyens (et l'envie) de m'acheter un Iphone, je pourrai me rabattre sur l'Apple TV mais c'est très cher pour un truc qui est fourni gratuitement par les FAI...
Gros mur financier à franchir pour accéder à la plateforme, c'est dommage"	34
34	0	"J'ai pu voir sur les screens des jeux comme ""ChuChu Rocket!"" sorti sur Dreamcast ou encore ""Sonic Racing"" de Sega."	35
35	0	Le prix est très raisonnable, a voir le catalogue de jeux sélectionnés mais a priori c’est une excellente initiative qui permettra de mettre en lumière les excellents jeux disponibles sur ces supports, attirer potentiellement un public qui d’habitude crache bêtement dessus « ololol candy cruche, moi je sui un vré je jou ka the ouitchaire » et on espère créer une émulation, avec de nouveaux excellents jeux à la clés.	36
36	0	Perso, vu que c’est sans engagement et que la manette PS4 sera reconnue je me laisserai peut être tenter, avec l Apple TV ça peut faire office de console. Faudra quand même voir si il y a des exclus, sinon ça risque de faire doublon. Ça peut être sympa aussi sur l iPad/iPhone en déplacement. A voir, mais si le catalogue est intéressant, je trouve que ça peut être pas mal en s’abonnant « à la carte » vu que c’est sans engagement.	37
37	0	Suis-je le seul à me demander si ils vont annoncer la sortie de Oceanhorn 2, puisque il apparaît dans le catalogue ?  	38
38	0	L'abonnement est abordable, mais vu le prix qu'il faut casquer pour les produits Apple, c'est pas super rentable cette histoire.	39
39	0	Rayman ne méritait pas ça 	40
40	0	vivement qu'il sorte qu'on en parle plus	41
41	0	ils sont sur tout les fronts avec des jeux à moitié finis et scandaleux au vu des moyens (je crois que Ghosts à été le pire)	42
42	0	Activision savent-ils faire autre chose que Call of Duty ?	43
43	0	Oui, bien une fois que tu as joué sur psvr avec l'aim et le subpack il est impossible de jouer à un Doom en 2d..	44
44	0	Trop pressé de l'avoir bordel	45
45	0	Activision savent-ils faire autre chose que Call of Duty ?	46
46	0	ils sont sur tout les fronts avec des jeux à moitié finis et scandaleux au vu des moyens (je crois que Ghosts à été le pire)	47
47	0	"Je vois pas pourquoi il faut créer une polémique là où il n'y en a pas.
Le ""problème"" de la mixité c'est pas le problème du Zevent, c'est le problème du streaming en générale, Zerator et consort n'y peuvent rien si dans le monde du streaming il y'a plus d'hommes et que de ce fait il est plus de proche homme dans ce milieu."	48
48	0	C'est tellement désespérant de lire certains commentaires ici. 	49
49	0	Le but du Z Event c'est pas d'être un reflet de la société hein. Le but c'est de réunir des streamers CONNUS pour récolter un maximum de dons qui vont directement être reversés à une association. Comment vous faites pour être des merdes au point de venir chialer sur des gens qui aident des gens? Ce monde me file vraiment la gerbe 	50
50	0	la Zevent = les Enfoirés on prend les même et on se donne bonne conscience 	51
51	0	Belle initiative, bravo aux organisateurs.	52
52	0	"J'apprécie le geste mais ce que je ne supporte pas ce sont les fanboy de zerator qui donnent des sommes hallucinantes avec un message à la fin du style ""je suis à sec, tant pis je mangerai des pâtes mais voici 500€ pour la bonne cause""."	53
53	0	172000 euros pour butter des animaux... génial	54
54	0	Vous avez une vie pathétique à ce point pour critiquer un évènement caritatif? 	55
55	0	Si les streamers peuvent défiscaliser une partie de leur revenu tout en donnant à une juste cause moi cela me va.	56
56	0	Préparer les Pampers la Zevent arrive!	57
57	0	"Les gars récoltent une somme hallucinante en très peu de temps pour la bonne cause et des imbéciles trouvent encore le moyen de venir se plaindre de la non-mixité.
Notre monde et notre pays partent en couille, c'est terrible"	58
58	0	"Le Z Event est un événement caritatif entre potes, encore heureux que ZeratoR a pas à s'imposer des participants au nom de la ""mixité"". Et c'est pour une bonne cause en plus."	59
59	0	"Enfin! Enfin une chronique ( avec la gazette de l'esport.) qui m'a tenu jusqu'au bout, intéressante, bien présenté bref...j' adhère complètement!
"	60
60	0	Qu'est-ce que ça me manque ce système de caméra fixe...	61
61	0	Merci Carnbee de prononcer GENRE et pas JORE  Tu es un être rare et précieux 	62
62	0	"Une... bonne... chronique ?... Non je ne rêve pas, JCV s'est enfin décidé à se sortir la tête de l'eau ?
Continuez comme ça les mecs !"	63
63	0	"j'aimais bien cette fameuse caméra
mes préféré : code veronica x et le 2"	64
64	0	Bonne chronique 	65
65	0	trop de flou ... rien que pour les balles, 3 pour couché ? mais pas tuer, et en difficulté nightmare (dreamcast) le chargeur complet ne suffit pas à achever un zombie la plupart du temps.. donc bon.. pour nettoyer la zone du début c'est à l'aide du couteau	66
66	0	sympa comme chronique	67
67	0	Encore une chronique sur un jeu PEGI-18 sans avertissement préalable...	68
68	0	"L'original, une tuerie bien flippante... le remake m'a remis une dose d’adrénaline, le plus bel effet celui du lance flamme sur les Zombie et Boss (j'me suis senti tt de suite plus en sécurité ^^).
GG Capcom"	69
69	0	Chronique sympa 	70
70	0	Très bonne vidéo ðð». Quand j'étais plus jeune, je pestais contre le jeu, me disant que c'était n'importe quoi de nous mettre face à autant d'ennemis dès le début. En plus, c'était pas facile de contrôler son personnage. Maintenant, je comprends toute la subtilité du truc. C'est pas pour rien que RE2 est l'un des meilleurs jeux.	71
71	0	Bioware achève un peu plus Anthem 	72
72	0	"Epyon toujours à ramener le ""Xbox bashing"", ça va t'as pas fini de pleurer ? "	73
73	0	Comme quoi même pour un vieux studio qui a un éditeur pour l'épauler ça n’est pas facile de tenir une roadmap. De quoi relativiser sur le développement de Star Citizen non ?	74
74	0	David Gainer a bien fait de se barrer.	75
75	0	Sunset Overdrive passe chez Sony	76
76	0	C'est pas Anthem qui est sensé survivre pendant 10 ans ? C'est bien mal parti, et tous ceux qui y ont cru se font doucement entuber  	77
77	0	Ils auraient même pas du penser le sortir vu qu'il a été descendu avant même la sortie, un gâchis d'argent et de temps, les fans d'anthem se retrouve comme moi quand ils ont annoncé que finalement Mass Effect : Andromeda n'aurait pas de DLC	78
78	0	Anthem très à la mode de descendre ce jeu ?	79
79	0	Epyon se pro-M en PLS ^^	80
80	0	Ah ce Anthem, sur le papier, c’était très prometteur, mais c’est le cas d’école d’un jeu sorti beaucoup trop tôt, il aurait mérité au moins 6-9, voir 12 mois de dev en plus.	81
81	0	Ils auraient même pas du penser le sortir vu qu'il a été descendu avant même la sortie, un gâchis d'argent et de temps, les fans d'anthem se retrouve comme moi quand ils ont annoncé que finalement Mass Effect : Andromeda n'aurait pas de DLC	82
82	0	C'est pas Anthem qui est sensé survivre pendant 10 ans ? C'est bien mal parti, et tous ceux qui y ont cru se font doucement entuber  	83
83	0	gl au top, merci! ( ces haters en com..)	84
84	0	"C'est peut-être a cause de mon habitude de Fifa, mais c'est moi ou ça a l'air un peu moi du genou ce jeu ?
Je dais pas on medira que c est peut-être plus réaliste mais c est pas très dy magique je trouve :/"	85
85	0	Virer vos têtes, on voit que ça, on dirait de mauvais youtubeurs.	86
86	0	Daghe Munegu !!!	87
87	0	On est tous les deux très défensif.... Je dirais plus on a tous les deux zéro niveau xD	88
88	0	"Sérieusement faites des matchs d'au moins 10min... C'est quoi ce ""match"" éclair? Aucun plaisir..."	89
89	0	Bonjour,	90
90	0	pas un mot sur le patch qui vient de ruiner le jeu ? plus de drible en finesse, plus de frappe de loin ? Merci au youtubers pleureuses fuma.	91
91	0	Quelle horreur, les mecs savent juste pas jouer 	92
92	0	"Sérieusement faites des matchs d'au moins 10min... C'est quoi ce ""match"" éclair? Aucun plaisir..."	93
93	0	"Non .... Non ! Non non non non non ! La communication est certes mauvaise mais elle n'est pas impossible ! Un jeu multijoueur comme ""life is feudal"" à très bien était présenté, malgré le besoin d'une très forte présence multijoueur pour donné vie au jeux... Là on parle d'un mode multijoueur très présent ... où l'on ne croisera tout de même, jamais de joueurs ! ( l'intérêt est infime sur le principe ). "	94
94	0	On peut faire pipi = Day One  	95
95	0	Panthaa c'est vraiment le bon client typique.	96
96	0	"Perso j'ai surtout l'impression que le jeu aurait pu être ouf si il était sorti plus tôt. Là on nous montre rien d'intéressant dans les vidéos, rien de nouveau, il n'y a rien d'attirant ... l'univers me semble vide ... Et Norman Reedus, mon dieu ! Ils ont pris l'acteur au moment où il cartonnait grâce à TWD, mais aujourd'hui, la série est tellement plombé que faire de Norman le personnage principale fait presque ""bas de gamme"", heureusement qu'il y a Mads Mikkelsen ^^"	97
97	0	"J'adore le gars est perdu, essayant de dégoûter les gens parceque sont métier de journaliste est inutile sur Hideo.. patiente comme tt le monde !
Retour à la source avec une équipe restreinte, comme à l'heure de mgs1.. ça peut que donner du bon.. et tkt on s'attend pas à un gta5 avec des boutiques à tt les coins de rues ! Gâches pas le plaisir !"	98
98	0	ça fait du bien une vidéo où tu sens que le journaliste a pas besoin de faire le gogole pour garder l'attention. j'ai kiffé c'était interessant!	99
99	0	J'ai trouvé la vidéo très intéressante. Je suis plutôt d'accord. Personnellement, je me considère comme un fan de Kojima mais je n'ai pas regardé entièrement les derniers trailers pour ne pas gâcher la surprise. Du coup la vidéo tombe à pique.  	100
100	0	Perso Osef de ton avis sérieux c'est quoi cette vidéo ultra trop subjective pour un journaliste ... Le jeu sera archi bon faut être con pour pas le voir et le marketing ? ça intéresse personne.. le jeu ce vendre sur la base du 19/20 en note générale	101
101	0	J'aim beaucoup ce format du journaliste qui suit un titre, théorise, débat, répond et soulève des problématiques autour d'un jeu depuis les rumeurs jusqu'à la sortie du titre.	102
102	0	Très bonne analyse clair et intelligente de l'appart de Panthaa.	103
103	0	Je trouvais la com au début plutôt bonne car elle permettait de garder un mystère autour du jeu, quand on connaît Kojima on sait qu'il aime les films et les romans Sci Fi et on voyait bien que l'histoire serait complètement dingue mais de nos jours les joueurs sont habitués à tout voir dans les trailers comme au cinéma	104
104	0	"""il semble bien trop compliquer""
La vieille faute de collégien ...
Merci, vraiment."	105
105	0	un jeu en kit  	106
106	0	Les défenseurs de Anthems sont devenus quoi dans la vie?	107
107	0	Une belle merde. Quelle honte ce studio	108
108	0	EA entache la réputation de Bioware.....	109
109	0	Anthem, le jeu qui te vendait du rêve, le jeu qui devait concurrencer sérieusement Destiny dont ils ce sont inspirer ainsi que de The division https://www.next-stage.fr/2017/04/bioware-sur-un-projet-s-inspirant-de-destiny-et-the-division.html un jeu qui devait avoir une durée de vie de 10 ans https://www.next-stage.fr/2017/06/anthem-duree-de-vie-de-10-ans.html.	110
110	0	Anthem c'est la preuve que même un bon gameplay/graphisme ne suffit pas a faire un bon jeux .	111
111	0	"""... le Cataclysme (dont vous pouvez retrouver ici-mêmenotre guide), un événement temporaire, durant huit semaines, et donnant accès à une nouvelle zone inédite (mais limitée dans le temps)."""	112
112	0	Ça va finir en free to play cette histoire.	113
113	0	"J’ai adoré le jeu, trop hyper par la démo en me disant que la version finale sera bonne. Mais les nombreux bugs et autres soucis font qu’on s’est vite lassé du titre avant même d’avoir eu 100 heures de jeu là dessus.
Heureusement que je l’ai eu dans le cadre du Origin Access Premier..."	114
114	0	quel chef d oeuvre ce jeu	115
115	0	Qu'ils arrêtent tout. Anthem est mort : mauvaise image, trop de problèmes, pas assez de qualités. Il vaut mieux qu'ils investissent dans un projet tout neuf. Pourquoi pas dans le même univers en reprenant quelques bases, mais qu'ils revoient complètement la chose.	116
116	0	des patchs correctifs arriveront pour reconstruire Anthem	117
117	0	tant qu'il n'y a pas la version PC du premier Max Payne en français je ne me abonnes pas	118
118	0		119
119	0	"Aucunes traces de GTA IV sur PC c'est a dire ? Sur leur launcher ? vu comme ça on aurait dit qu'on l'attendait sur la plateforme surtout a côté de RDR 2.
Ça peut prêter a confusion "	120
120	0	LOL.	121
121	0	AUCUN INTERET ET EN PLUS CA DESINSTALLE LE JEU SI VOUS AVEZ LE MALHEUR DE CLIQUER SUR UN BOUTON MALENCONTREUSEMENT MAIS QUELLE SOCIETE DE MERDE SANS DECONNER TOUT LE MONDE ETAIT CONTENT AVEC LE LAUNCHER SUR LE BUREAU PUTAIN	122
122	0	Et la purge continue, allez...	123
123	0	Le futur du jeu sur PC s'annonce cauchemardesque.	124
124	0	Dans 1 an on a 1 launcher = 1 jeu ...	125
125	0	"pour gta san andreas, le launcher me demande de le lancer avec Steam
j'suis déçu car je pensais que c'était la propre version du social club et non celle de Steam"	126
126	0	gta IV tellement optimisé comme de la mrd sur pc que même les dev ne veulent plus en entendre parler 	127
127	0	Cette mode de créer son launcher dès que les développeurs ont plus de 3 jeux...	128
128	0	GoG 2.0 > all	129
129	4	couillon !	130
130	4	Vous êtes vraiment pas fini du bulbe hein	131
131	4	débiles ou très assistés !!	132
132	4	ils sont tellement cons les Français qu'ils vont s'inscrire au Pôle Emploi au lieu d'aller faire leur contrôle technique !	133
133	4	avec MACRON TOUT EST L ANNEE PROCHAINE ET ENCORE ? OU EST LE RIC ? VOTE BLANC ? PROPORTIONNELLE INTEGRALE? AIDES HANDICAPES ? MACRON N EST QU UN TRICHEUR MENTEUR !UN FOU !	134
134	4	Manu l'inculte... Encore une belle occasion de se taire que tu as raté... 	135
135	4	On pense au même abruti d'hier ?	136
136	4	 pauvre c ..	137
137	4	Jocelyne Fernandez ah ÉCERVELÉ JAUNE dans toute sa splendeur	138
138	2	Cédric Louvet et toi un suceur macroniste allez va te cacher petit rageux	139
139	4	anis Martin c est vous le debile.. Ils ont voulu se mettre à l abri tellement que la Police les gazer..	140
140	4	Il n'y plus aucun respect chez ces débiles mentaux qui nous emmerdent chaque semaine.	141
141	4	 Thierry Hennebelle la ferme debile.	142
142	4	pauvre france au main de debile manteaux qui manipules des moutons pret a dire amen a tous	143
143	4	Ca devient un phénomène de mode on dirait a force d en parler les mecs se disent tiens pourquoi pas le faire pffff de grosses chiottes ces mecs	144
144	4	Un fumier en moins	145
145	4	Steve Jacquemin le degrés de filsdeputerie du commentaire dépasse lentendement	146
146	4	il s'attend à Quoi franchement si les gens vote encore pour son parti c'est qu'il son taré	147
147	4	Caro Asie je m'en tape de votre commentaire débile qui sera a rie	148
148	4	Laurent sûrement u. Gros suce boule c'est écrit sur son visage	149
149	4	Connard	150
150	4	putain	151
151	4	baiser	152
152	4	bander	153
153	4	bigornette	154
154	4	bite	155
155	4	bitte	156
156	4	bloblos	157
157	4	bordel	158
158	4	bosser	159
159	4	bourrÃ©	160
160	4	bourrÃ©e	161
161	4	brackmard	162
162	4	branlage	163
163	4	branler	164
164	4	branlette	165
165	4	branleur	166
166	3	branleuse	167
167	3	brouter le cresson	168
168	4	caca	169
169	4	cailler	170
170	4	chatte	171
171	4	chiasse	172
172	4	chier	173
173	4	chiottes	174
174	3	clito	175
175	3	clitoris	176
176	4	con	177
177	4	connard	178
178	4	connasse	179
179	4	conne	180
180	4	couilles	181
181	4	cramouille	182
182	4	cul	183
183	4	dÃ©conne	184
184	4	dÃ©conner	185
185	4	drague	186
186	4	emmerdant	187
187	4	emmerder	188
188	4	emmerdeur	189
189	3	emmerdeuse	190
190	2	enculÃ©	191
191	2	enculÃ©e	192
192	2	enculeur	193
193	2	enculeurs	194
194	4	enfoirÃ©	195
195	4	enfoirÃ©e	196
196	4	Ã©tron	197
197	3	fille de pute	198
198	4	fils de pute	199
199	3	folle	200
200	4	foutre	201
201	4	gerbe	202
202	4	gerber	203
203	2	gouine	204
204	3	grande folle	205
205	3	grogniasse	206
206	4	gueule	207
207	4	jouir	208
208	4	la putain de ta mÃ¨re	209
209	4	MALPT	210
210	4	mÃ©nage Ã  trois	211
211	4	merde	212
212	3	merdeuse	213
213	4	merdeux	214
214	1	nÃ¨gre	215
215	4	nique ta mÃ¨re	216
216	1	nique ta race	217
217	4	palucher	218
218	2	pÃ©dale	219
219	2	pÃ©dÃ©	220
220	4	pÃ©ter	221
221	4	pipi	222
222	4	pisser	223
223	3	pouffiasse	224
224	3	pousse-crotte	225
225	4	putain	226
226	3	pute	227
227	4	ramoner	228
228	4	sac Ã  merde	229
229	4	salaud	230
230	3	salope	231
231	4	suce	232
232	2	tapette	233
233	4	tringler	234
234	4	trique	235
235	4	trou du cul	236
236	4	turlute	237
237	4	zigounette	238
238	4	zizi	239
239	2	sale pédé	240
240	2	l'homosexualité est contre nature	241
241	2	sale gay	242
242	1	les étrangers sont des voleurs	243
243	1	sale arabes	244
244	1	sale juif 	245
245	4	les femmes doivent rester à la maison	246
246	3	je vais te tuer	247
247	4	mal baisée	248
248	3	une femme doit resté à sa place	249
249	1	sale noir	250
250	2	enculé	251
251	1	un arabe reste un arabe, de la merde	252
252	1	mais qu'on les renvoit dans leur pays	253
253	1	fouter le bordel chez vous mais pas chez nous	254
254	1	je rase la mosquée 	255
255	1	direction aushwitz	256
256	2	Lhomosexualité est une abomination. Mais pas la personne. Le péché nest jamais acceptable, mais le pécheur est toujours pardonné	257
257	2	"""Vous défendez lhomosexualité et la bisexualité [...]À quand une délibération sur la zoophilie? Parce que cela revient au même, quand même"	258
258	2	"Je n'ai rien contre les gays qui se mettent ensemble mais pour moi, c'est contre-nature. On est là pour aimer une femme, pour courtiser une femme, pas pour draguer un mec ou se faire draguer par un mec."""	259
259	2	" propos du mariage pour tous :""Après, ça a des quantités de conséquences qui sont innombrables. Après, ils vont vouloir faire des couples à trois ou à quatre. Après, un jour peut-être, l'interdiction de l'inceste tombera"	260
260	2	Oui, je suis misogyne, mais tous les hommes le sont, sauf les tapettes.	261
261	2	Je n'ai rien contre eux. Mais qu'on les laisse loin de moi. Je suis absolument normal	262
262	2	Connaissez-vous des groupes d'animaux où un mâle est avec un mâle, une femelle avec une femelle ? Les animaux sont meilleurs. Ils savent comment distinguer le mâle de la femelle. Si nous approuvons un homme et un homme, une femme et une femme, donc l'homme est pire que les animaux	263
263	2	L'homosexualité est un crime puni par Dieu et pour lequel il faudrait implorer le pardon divin	264
264	2	Un homme se doit d'être un vrai homme. Dieu a créé l'homme afin qu'il se reproduise. C'est dans la nature des choses. Pour moi, l'homme est censé être un pilier, la force d'un foyer familial. Je n'accepterais pas que mon fils soit gay	265
265	4	sale pute	266
266	4	tu es habillée comme une pute	267
267	4	tu avais juste l'air d'une pute	268
268	4	pas étonnant qu'elle se soit faite violée vu comment elle était habillé	269
269	4	la femme doit s'occuper  de son mari	270
270	3	L'égalité des salaires ?! PTDRRRRR	271
271	3	les femmes en cuisine je dis	272
272	3	Les filles, ça ne fait pas détude, ça se marie	273
273	1	C'est lesquels les chinois qui étaient alliés aux nazis ?	274
274	3	elle n'avait qu'à pas mettre de jupe aussi	275
275	1	Raphael enthoven	276
276	3	on voit qui passe sous le bureau, pour obtenir son salaire	277
277	2	Un PAPA UNE MAMAN !!!!	278
278	1	"Tous les musulmans ne sont ""peut-être pas"" (ce n'est pas mon avis) tous des terroristes mais TOUS les terroristes sont AVANT TOUT musulmans."	279
279	1	Un arabe ca reste un arabe !! De la merde !!	280
280	1	Mes qu'on les renvoye dans leurs pays	281
281	1	B et je ralenti une fois avoir commencé a les écraser (le plaisir....)	282
282	1	Nique les arbres et l'alergie	283
283	3	Elle a une bonne descente pour une femme	284
284	3	Pourquoi elle s'inquiète, son mari gagne bien sa vie, non ?	285
285	3	Mais pourquoi c'est pas son mec qui conduisait, aussi ?	286
286	2	Maintenant ils donnent des tracts dans les établissements scolaires pour apprendre à sucer un autre homme, si cest ainsi quils vont se faire aimer, jen doute, moi parent, je fais un scandale, chaque adulte a le droit de faire ce quil veut de son corps, mais lincitation à lhomosexualité sur des jeunes, NON.	287
287	2	Les PD prennent trop la confiance, on va vous chasser comme les skinheads dans les années 1990, bande de sales rats!	288
288	2	S'il a des relations contre nature, aussi	289
289	1	Cn'est pas le feu qui prend le juif, c'est le juif qui prend feu ??	290
290	1	Allez hop, au four	291
291	1	sale bouffeur de kébab	292
292	3	Moi si j'étais toi je l'embrasserais pas trop, on sait pas vraiment où a traîné sa bouche	293
293	2	garage à bites	294
294	1	Les juifs ça n'aime pas que l'argent, ça aime aussi la carte bleue et la visa	295
295	1	les noirs sentent le cramé	296
296	1	les blancs sentent la mort	297
297	1	JÜÜÜÜÜDEN !!!!	298
298	1	Mohammed a été envoyé en prison, ça au moins il ne l'a pas volé	299
299	1	Y'a pas pire chauffard qu'un mec du 77	300
300	1	Les belges, tous des outres à vomi	301
301	3	Ah ben oui dès que je vous vois j'comprends mieux comment vous êtes arrivée à ce poste !	302
302	1	Stephen, pourquoi tu ne m'as jamais dit que tu avais le sang noir ?	303
303	1	Ah mais vous savez cet élève c'est un peu la bête noire du troupeau	304
